path,label,gender,age_code,reason_code,sample_rate,channels,duration_sec
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav,hungry,f,48,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436988612387-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430045478300-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.72
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav,hungry,m,48,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\FF482278-24C9-4FB0-A7BE-FD92D1FE17B4-1430028319-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727806162-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly_pain,m,26,bp,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,discomfort,f,48,dc,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,burping,f,72,bu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637736064-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.64
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\375308C6-F894-49A5-B246-8C2819E9C6ED-1430416651-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910225455-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,7.04
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\79FF400A-97E2-4701-987D-C7C850D5523C-1430089487-1.0-f-48-ti.wav,tired,f,48,ti,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,discomfort,m,4,ch,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055950-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966336-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,belly_pain,m,26,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,discomfort,f,48,dc,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav,tired,m,26,ti,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430066825817-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,discomfort,f,48,dc,8000,1,6.82
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav,hungry,f,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477780076-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.04
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745312460-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.54
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635047-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\85FAB169-4DCC-406D-AC93-2F6A8D797DAB-1437632141-1.1-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863366-1.1-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859277-1.1-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\adcefe56-90b1-4120-83b1-93008cb6f7f0-1430731683554-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016779981-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\DBA77EDC-D457-4B3A-83B8-B7AFBF272D4E-1436860486-1.1-m-72-hu.wav,hungry,m,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849335-1.1-f-48-hu.wav,hungry,f,48,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\69374818-7b73-48ac-8200-e6a225e293fb-1430746080630-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.72
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu.wav,hungry,f,22,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,hungry,m,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104346-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,hungry,m,22,hu,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635035-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7B924575-21FC-462A-969E-BABB46D1CBF5-1430055234-1.0-f-72-hu.wav,hungry,f,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807598-1.0-m-48-hu.wav,hungry,m,48,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,hungry,m,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\376C006E-3664-4056-80D0-7661F631A062-1436930593-1.1-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477691332-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036562389-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431616581736-1.7-m-04-ti.wav,tired,m,4,ti,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\e4051e62-d21d-4bb8-a235-fd7e859ad787-1430740613780-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\549a46d8-9c84-430e-ade8-97eae2bef787-1430130714659-1.7-m-48-hu.wav,hungry,m,48,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\b8fe4527-5e46-437f-897d-be32112bc1c8-1430166086647-1.7-f-48-hu.wav,hungry,f,48,hu,8000,1,6.74
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860161-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\549a46d8-9c84-430e-ade8-97eae2bef787-1430130669340-1.7-m-48-hu.wav,hungry,m,48,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846824-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055809-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436910235521-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.88
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036593222-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.04
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745385374-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.54
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430326171876-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.76
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846797-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122381138-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477756469-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti.wav,tired,m,26,ti,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\03ADDCFB-354E-416D-BF32-260CF47F7060-1433658024-1.1-f-04-ti.wav,tired,f,4,ti,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.82
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7060a4f6-4c0c-494b-912c-ae60158b185a-1436931995150-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392919844-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.88
